prompt,episode_key,direction,a_turn_num,b_turn_num,assumptions_in_A,explicits_in_B,max_sim,link
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,47,48,5,10,0.48132967948913574,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,48,49,10,4,0.30251577496528625,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,49,50,4,10,0.33378681540489197,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,50,51,10,4,0.45215296745300293,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,51,52,4,10,0.5216814875602722,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,52,53,10,3,0.32237938046455383,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,53,54,5,5,0.39142507314682007,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,56,57,10,4,0.3530317544937134,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,57,58,4,10,0.5059804320335388,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,63,64,4,5,0.3207775950431824,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,64,65,10,5,0.33258113265037537,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,65,66,5,7,0.6221159100532532,1
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,66,67,5,7,0.2695903182029724,0
prompt2,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,67,68,5,8,0.4066627323627472,0
prompt2,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,1,2,10,5,0.43663156032562256,0
prompt2,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,2,3,5,10,0.4386139214038849,0
prompt2,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,4,5,10,5,0.3765873312950134,0
prompt2,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,5,6,5,10,0.5351930856704712,0
prompt2,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,7,8,0,10,0.0,0
prompt2,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,01→00,1,2,5,9,0.5136982798576355,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,2,3,5,5,0.45470646023750305,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,3,4,10,4,0.6241226196289062,1
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,4,5,5,5,0.21535691618919373,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,6,7,5,2,0.3508760333061218,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,8,9,4,5,0.36356619000434875,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,9,10,5,5,0.46986228227615356,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,10,11,5,10,0.4159468114376068,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,13,14,5,5,0.440486878156662,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,14,15,5,0,0.0,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,15,16,0,7,0.0,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,16,17,6,7,0.5317835807800293,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,20,21,5,4,0.28573885560035706,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,22,23,4,10,0.5464696884155273,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,23,24,10,4,0.40149441361427307,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,25,26,10,4,0.6294780969619751,1
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,28,29,10,6,0.5847243666648865,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,29,30,5,5,0.5591261386871338,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,30,31,10,3,0.35811376571655273,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,31,32,4,5,0.4824238121509552,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,35,36,4,5,0.32374775409698486,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,36,37,5,5,0.6161305904388428,1
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,38,39,7,3,0.3483867049217224,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,39,40,4,7,0.5742630958557129,0
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,41,42,5,5,0.3266817629337311,0
prompt2,The_potential_of_AI_in_healthcare_014edaaac0,00→01,1,2,5,7,0.4116419851779938,0
prompt2,The_potential_of_AI_in_healthcare_014edaaac0,01→00,13,14,5,2,0.3149907886981964,0
prompt2,The_potential_of_AI_in_healthcare_014edaaac0,00→01,14,15,2,7,0.39265796542167664,0
prompt2,What_history_can_teach_us_about_the_future_of_AI_de90e4fe5f,00→01,1,2,4,6,0.5036956071853638,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,2,3,0,5,0.0,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,3,4,5,4,0.6810856461524963,1
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,4,5,4,8,0.4948247969150543,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,5,6,7,5,0.5983956456184387,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,6,7,5,10,0.5505046844482422,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,8,9,5,5,0.37003275752067566,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,9,10,5,8,0.6332173943519592,1
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,10,11,5,3,0.5090226531028748,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,11,12,4,10,0.565128743648529,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,12,13,10,4,0.5026416778564453,0
