episode_id,file,host_speaker_id,method,confidence,num_turns,num_speakers,guest_tokens,host_tokens
42658,data/conversation_moves_labeled/42658.json,SPEAKER_00,direct_host_cue,1.0,17,2,josh gottheimer,david wildstein
43153,data/conversation_moves_labeled/43153.json,SPEAKER_01,heuristic_score,0.8629,30,2,jon ossoff,lawrence lessig anotherway
43154,data/conversation_moves_labeled/43154.json,SPEAKER_01,heuristic_score,0.7583,51,2,ro khanna,lawrence lessig anotherway
43159,data/conversation_moves_labeled/43159.json,SPEAKER_00,heuristic_score,0.538,37,2,john sarbanes,lawrence lessig anotherway
43162,data/conversation_moves_labeled/43162.json,SPEAKER_01,direct_host_cue,1.0,11,2,allen west,oliver north real american heroes calvin coolidge
43211,data/conversation_moves_labeled/43211.json,SPEAKER_00,direct_host_cue,1.0,28,2,jennifer mcclellan,wcpt weekend
43219,data/conversation_moves_labeled/43219.json,SPEAKER_00,heuristic_score,0.9739,15,2,brad schneider,wcpt weekend
43233,data/conversation_moves_labeled/43233.json,SPEAKER_01,direct_host_cue,1.0,25,2,ted strickland,politics weekly
43235,data/conversation_moves_labeled/43235.json,SPEAKER_01,direct_host_cue,1.0,33,2,kat cammack,joshua allen managing editor clay county beacon
43244,data/conversation_moves_labeled/43244.json,SPEAKER_00,direct_host_cue,1.0,28,2,eli crane,andy powell
43400,data/conversation_moves_labeled/43400.json,SPEAKER_00,heuristic_score,0.5575,18,2,mike braun,kendall casey wibc staff
43447,data/conversation_moves_labeled/43447.json,SPEAKER_01,direct_host_cue,1.0,15,2,dan sullivan,global commodity insights
43527,data/conversation_moves_labeled/43527.json,SPEAKER_01,host_cue_tiebreak,0.9169,11,2,mike johnson,denver talk station khow
43623,data/conversation_moves_labeled/43623.json,SPEAKER_01,direct_host_cue,1.0,14,2,glenn grothman,mwc
43633,data/conversation_moves_labeled/43633.json,SPEAKER_01,heuristic_score,0.9339,3,2,chris stewart,salt lake chamber
43670,data/conversation_moves_labeled/43670.json,SPEAKER_00,direct_host_cue,1.0,51,2,blake moore,jimmy rex
43700,data/conversation_moves_labeled/43700.json,SPEAKER_00,heuristic_score,0.736,23,2,david valadao,san joaquin valley sun
43701,data/conversation_moves_labeled/43701.json,SPEAKER_00,heuristic_score,0.8075,11,2,john duarte,san joaquin valley sun
43827,data/conversation_moves_labeled/43827.json,SPEAKER_01,direct_host_cue,1.0,33,2,david schweikert,aei kevin kosar
43828,data/conversation_moves_labeled/43828.json,SPEAKER_01,direct_host_cue,1.0,15,2,paul ryan,kevin kosar aei
43890,data/conversation_moves_labeled/43890.json,SPEAKER_01,direct_host_cue,1.0,17,2,donald trump,andy
43991,data/conversation_moves_labeled/43991.json,SPEAKER_00,heuristic_score,0.788,50,2,jared huffman,kzyx department mendocino county public broadcasting
43992,data/conversation_moves_labeled/43992.json,SPEAKER_01,direct_host_cue,1.0,45,2,brian mast,jay holland christian parenting
44129,data/conversation_moves_labeled/44129.json,SPEAKER_01,direct_host_cue,1.0,39,2,jim banks,pfaff
44296,data/conversation_moves_labeled/44296.json,SPEAKER_01,direct_host_cue,1.0,31,2,earl pomeroy,eunju namkung jason hammersla
44367,data/conversation_moves_labeled/44367.json,SPEAKER_00,heuristic_score,0.6087,31,2,darrell issa,
44371,data/conversation_moves_labeled/44371.json,SPEAKER_00,direct_host_cue,1.0,31,2,ron johnson,washington post
44394,data/conversation_moves_labeled/44394.json,SPEAKER_01,direct_host_cue,1.0,20,2,katherine clark,washington post
44398,data/conversation_moves_labeled/44398.json,SPEAKER_00,direct_host_cue,1.0,32,2,david joyce,washington post
44405,data/conversation_moves_labeled/44405.json,SPEAKER_01,direct_host_cue,1.0,59,2,ted lieu,washington post
44410,data/conversation_moves_labeled/44410.json,SPEAKER_01,direct_host_cue,1.0,38,2,john thune,washington post
44435,data/conversation_moves_labeled/44435.json,SPEAKER_00,direct_host_cue,1.0,27,2,tim kaine,washington post
44440,data/conversation_moves_labeled/44440.json,SPEAKER_00,direct_host_cue,1.0,29,2,mark warner,washington post
44443,data/conversation_moves_labeled/44443.json,SPEAKER_00,direct_host_cue,1.0,27,2,robert menendez,washington post
44444,data/conversation_moves_labeled/44444.json,SPEAKER_01,direct_host_cue,1.0,35,2,mitt romney,washington post
44445,data/conversation_moves_labeled/44445.json,SPEAKER_01,direct_host_cue,1.0,29,2,tony gonzales,washington post
44449,data/conversation_moves_labeled/44449.json,SPEAKER_01,direct_host_cue,1.0,37,2,jamie raskin,washington post
44451,data/conversation_moves_labeled/44451.json,SPEAKER_00,direct_host_cue,1.0,19,2,fred upton,washington post
44476,data/conversation_moves_labeled/44476.json,SPEAKER_01,direct_host_cue,1.0,23,2,will hurd,washington post
44520,data/conversation_moves_labeled/44520.json,SPEAKER_01,direct_host_cue,1.0,27,2,kamala harris,washington post jonathan capehart
44555,data/conversation_moves_labeled/44555.json,SPEAKER_01,direct_host_cue,1.0,41,2,chris van hollen,capital region msdc business consortium
44606,data/conversation_moves_labeled/44606.json,SPEAKER_00,direct_host_cue,1.0,25,2,barbara lee,ben plumley
44607,data/conversation_moves_labeled/44607.json,SPEAKER_00,direct_host_cue,1.0,35,2,tj cox,ben plumley
44742,data/conversation_moves_labeled/44742.json,SPEAKER_01,direct_host_cue,1.0,18,2,lisa blunt rochester,siemens usa
44835,data/conversation_moves_labeled/44835.json,SPEAKER_01,heuristic_score,0.5527,15,2,ben cline,crisjoelr gmail chiki bella
44922,data/conversation_moves_labeled/44922.json,SPEAKER_00,heuristic_score,0.7933,13,2,byron donalds,rhodes rewind podcas
44923,data/conversation_moves_labeled/44923.json,SPEAKER_01,heuristic_score,0.533,19,2,rick allen,rhodes rewind podcas
44925,data/conversation_moves_labeled/44925.json,SPEAKER_01,heuristic_score,0.6853,33,2,mike collins,rhodes rewind podcas
44975,data/conversation_moves_labeled/44975.json,SPEAKER_00,direct_host_cue,1.0,35,2,ashley hinson,republican state leadership committee
45081,data/conversation_moves_labeled/45081.json,SPEAKER_00,direct_host_cue,1.0,36,2,jamie raskin,montgomery community media
45082,data/conversation_moves_labeled/45082.json,SPEAKER_00,direct_host_cue,1.0,21,2,ron paul,stephan livera
45128,data/conversation_moves_labeled/45128.json,SPEAKER_00,direct_host_cue,1.0,18,2,rand paul,big rick daniels
45213,data/conversation_moves_labeled/45213.json,SPEAKER_01,direct_host_cue,1.0,38,2,ro khanna,tanya acker
45222,data/conversation_moves_labeled/45222.json,SPEAKER_01,direct_host_cue,1.0,22,2,fred upton,aldersgate umc
45233,data/conversation_moves_labeled/45233.json,SPEAKER_00,heuristic_score,0.662,17,2,peter meijer,
45298,data/conversation_moves_labeled/45298.json,SPEAKER_00,heuristic_score,0.5965,25,2,jim jordan,dave rubin emma dog productions
45305,data/conversation_moves_labeled/45305.json,SPEAKER_00,direct_host_cue,1.0,27,2,rand paul,dave rubin emma dog productions
45309,data/conversation_moves_labeled/45309.json,SPEAKER_00,direct_host_cue,1.0,55,2,josh hawley,dave rubin emma dog productions
45310,data/conversation_moves_labeled/45310.json,SPEAKER_01,direct_host_cue,1.0,33,2,vance,dave rubin emma dog productions
45319,data/conversation_moves_labeled/45319.json,SPEAKER_00,direct_host_cue,1.0,87,2,dan crenshaw,dave rubin emma dog productions
45324,data/conversation_moves_labeled/45324.json,SPEAKER_00,direct_host_cue,1.0,82,2,mike pompeo,dave rubin emma dog productions
45325,data/conversation_moves_labeled/45325.json,SPEAKER_02,direct_host_cue,1.0,53,2,tulsi gabbard,dave rubin emma dog productions
45333,data/conversation_moves_labeled/45333.json,SPEAKER_00,direct_host_cue,1.0,53,2,tim scott,dave rubin emma dog productions
45336,data/conversation_moves_labeled/45336.json,SPEAKER_01,direct_host_cue,1.0,59,2,mike lee,dave rubin emma dog productions
45340,data/conversation_moves_labeled/45340.json,SPEAKER_01,direct_host_cue,1.0,45,2,marco rubio,dave rubin emma dog productions
45343,data/conversation_moves_labeled/45343.json,SPEAKER_00,direct_host_cue,1.0,13,2,rand paul,dave rubin emma dog productions
45348,data/conversation_moves_labeled/45348.json,SPEAKER_01,direct_host_cue,1.0,75,2,vance,dave rubin emma dog productions
45349,data/conversation_moves_labeled/45349.json,SPEAKER_00,direct_host_cue,1.0,31,2,donald trump,dave rubin emma dog productions
45353,data/conversation_moves_labeled/45353.json,SPEAKER_00,direct_host_cue,1.0,23,2,ron paul,dave rubin emma dog productions
45358,data/conversation_moves_labeled/45358.json,SPEAKER_00,host_cue_tiebreak,0.9787,36,2,burgess owens,dave rubin emma dog productions
45362,data/conversation_moves_labeled/45362.json,SPEAKER_02,direct_host_cue,1.0,141,2,tulsi gabbard,dave rubin emma dog productions
45371,data/conversation_moves_labeled/45371.json,SPEAKER_01,direct_host_cue,1.0,11,2,lizzie fletcher,wiseup tx
45378,data/conversation_moves_labeled/45378.json,SPEAKER_00,direct_host_cue,1.0,20,2,gabe evans,koa am
45379,data/conversation_moves_labeled/45379.json,SPEAKER_00,direct_host_cue,1.0,21,2,gabe evans,koa am
45421,data/conversation_moves_labeled/45421.json,SPEAKER_01,heuristic_score,0.7879,16,2,rand paul,wggc
45453,data/conversation_moves_labeled/45453.json,SPEAKER_01,heuristic_score,0.5794,32,2,ami bera,csis center for strategic international studies
45460,data/conversation_moves_labeled/45460.json,SPEAKER_01,direct_host_cue,1.0,35,2,vance,spectrum
45508,data/conversation_moves_labeled/45508.json,SPEAKER_01,direct_host_cue,1.0,20,2,jasmine crockett,tex mix
45566,data/conversation_moves_labeled/45566.json,SPEAKER_01,direct_host_cue,1.0,92,2,michael bennet,crooked media hey
45567,data/conversation_moves_labeled/45567.json,SPEAKER_01,direct_host_cue,1.0,36,2,beto rourke,crooked media hey
45659,data/conversation_moves_labeled/45659.json,SPEAKER_00,heuristic_score,0.7006,20,2,michael mccaul,bryan broadcasting
45660,data/conversation_moves_labeled/45660.json,SPEAKER_01,heuristic_score,0.5644,21,2,michael mccaul,bryan broadcasting
45661,data/conversation_moves_labeled/45661.json,SPEAKER_00,heuristic_score,0.5996,19,2,michael mccaul,bryan broadcasting
45951,data/conversation_moves_labeled/45951.json,SPEAKER_01,direct_host_cue,1.0,40,2,andy barr,wkyt
45963,data/conversation_moves_labeled/45963.json,SPEAKER_01,direct_host_cue,1.0,13,2,don young,gci arctic
45973,data/conversation_moves_labeled/45973.json,SPEAKER_01,heuristic_score,0.632,42,2,cynthia lummis,blockworks
45980,data/conversation_moves_labeled/45980.json,SPEAKER_01,heuristic_score,0.63,35,2,david schweikert,arizona criminal justice commission
46003,data/conversation_moves_labeled/46003.json,SPEAKER_00,direct_host_cue,1.0,25,2,tim kaine,crooked media hey tommy vietor
46004,data/conversation_moves_labeled/46004.json,SPEAKER_01,direct_host_cue,1.0,32,2,mark warner,crooked media hey tommy vietor
46011,data/conversation_moves_labeled/46011.json,SPEAKER_00,direct_host_cue,1.0,2,2,mark meadows,leadership li studios
46016,data/conversation_moves_labeled/46016.json,SPEAKER_00,heuristic_score,0.99,29,2,tom mcclintock,rick jensen
46205,data/conversation_moves_labeled/46205.json,SPEAKER_01,direct_host_cue,1.0,46,2,ro khanna,politico
46217,data/conversation_moves_labeled/46217.json,SPEAKER_01,direct_host_cue,1.0,27,2,john garamendi,jeff schechtman
46218,data/conversation_moves_labeled/46218.json,SPEAKER_00,direct_host_cue,1.0,89,2,aaron schock,todd ault milton
46407,data/conversation_moves_labeled/46407.json,SPEAKER_01,direct_host_cue,1.0,69,2,thomas massie,blaze
46409,data/conversation_moves_labeled/46409.json,SPEAKER_01,direct_host_cue,1.0,79,2,rand paul,blaze
46419,data/conversation_moves_labeled/46419.json,SPEAKER_00,heuristic_score,0.8482,53,2,mike lee,blaze
46427,data/conversation_moves_labeled/46427.json,SPEAKER_01,direct_host_cue,1.0,86,2,mike lee,blaze
46431,data/conversation_moves_labeled/46431.json,SPEAKER_00,direct_host_cue,1.0,51,2,thomas massie,blaze
46434,data/conversation_moves_labeled/46434.json,SPEAKER_00,direct_host_cue,1.0,47,2,rand paul,blaze
46435,data/conversation_moves_labeled/46435.json,SPEAKER_00,direct_host_cue,1.0,25,2,rand paul,blaze
46445,data/conversation_moves_labeled/46445.json,SPEAKER_00,heuristic_score,0.7426,27,2,chuck hagel,bennett craig hks harvard edu belfer center
46651,data/conversation_moves_labeled/46651.json,SPEAKER_00,direct_host_cue,1.0,37,2,marco rubio,america
46653,data/conversation_moves_labeled/46653.json,SPEAKER_00,direct_host_cue,1.0,47,2,doug collins,america
46660,data/conversation_moves_labeled/46660.json,SPEAKER_01,direct_host_cue,1.0,35,2,,
46685,data/conversation_moves_labeled/46685.json,SPEAKER_00,heuristic_score,0.5662,13,2,darin lahood,greg bishop
46686,data/conversation_moves_labeled/46686.json,SPEAKER_00,heuristic_score,0.7308,17,2,darin lahood,greg bishop
46687,data/conversation_moves_labeled/46687.json,SPEAKER_00,heuristic_score,0.647,17,2,darin lahood,greg bishop
46689,data/conversation_moves_labeled/46689.json,SPEAKER_00,heuristic_score,0.5544,15,2,darin lahood,greg bishop
46690,data/conversation_moves_labeled/46690.json,SPEAKER_01,heuristic_score,0.6932,15,2,darin lahood,greg bishop
46693,data/conversation_moves_labeled/46693.json,SPEAKER_00,heuristic_score,0.7202,16,2,rodney davis,greg bishop
46695,data/conversation_moves_labeled/46695.json,SPEAKER_00,heuristic_score,0.5794,15,2,darin lahood,greg bishop
46696,data/conversation_moves_labeled/46696.json,SPEAKER_00,heuristic_score,0.5926,17,2,mary miller,greg bishop
46697,data/conversation_moves_labeled/46697.json,SPEAKER_01,heuristic_score,0.6221,21,2,rodney davis,greg bishop
46698,data/conversation_moves_labeled/46698.json,SPEAKER_01,direct_host_cue,1.0,32,2,bob corker,matt busby missionchattanooga
46714,data/conversation_moves_labeled/46714.json,SPEAKER_01,direct_host_cue,1.0,56,2,kelly ayotte,harvard kennedy school
46719,data/conversation_moves_labeled/46719.json,SPEAKER_00,direct_host_cue,1.0,23,2,katie porter,tablet magazine
46721,data/conversation_moves_labeled/46721.json,SPEAKER_00,direct_host_cue,1.0,39,2,bryan steil,tony edward thinking crypto
46723,data/conversation_moves_labeled/46723.json,SPEAKER_00,direct_host_cue,1.0,42,2,ro khanna,tony edward thinking crypto
46726,data/conversation_moves_labeled/46726.json,SPEAKER_01,direct_host_cue,1.0,29,2,tom emmer,tony edward thinking crypto
46727,data/conversation_moves_labeled/46727.json,SPEAKER_02,direct_host_cue,1.0,51,2,mike flood,tony edward thinking crypto
46728,data/conversation_moves_labeled/46728.json,SPEAKER_00,direct_host_cue,1.0,45,2,warren davidson,tony edward thinking crypto
46729,data/conversation_moves_labeled/46729.json,SPEAKER_00,host_cue_tiebreak,0.99,44,2,darren soto,tony edward thinking crypto
46730,data/conversation_moves_labeled/46730.json,SPEAKER_01,direct_host_cue,1.0,42,2,bill huizenga,tony edward thinking crypto
46748,data/conversation_moves_labeled/46748.json,SPEAKER_01,heuristic_score,0.99,3,2,ric keller,oakwood christian church
46767,data/conversation_moves_labeled/46767.json,SPEAKER_01,direct_host_cue,1.0,15,2,kwanza hall,cox media group atlanta feedback wsbradio condace pressley
46782,data/conversation_moves_labeled/46782.json,SPEAKER_00,heuristic_score,0.9474,5,2,dan newhouse,hale broadcasting
46803,data/conversation_moves_labeled/46803.json,SPEAKER_00,direct_host_cue,1.0,33,2,allen west,texas public policy foundation alex billups
46805,data/conversation_moves_labeled/46805.json,SPEAKER_00,direct_host_cue,1.0,14,2,ted poe,lance roberts
46815,data/conversation_moves_labeled/46815.json,SPEAKER_00,heuristic_score,0.6733,18,2,ted poe,lance roberts
46817,data/conversation_moves_labeled/46817.json,SPEAKER_00,heuristic_score,0.5431,4,2,ted poe,lance roberts
46818,data/conversation_moves_labeled/46818.json,SPEAKER_02,heuristic_score,0.5422,4,2,ted poe,lance roberts
46819,data/conversation_moves_labeled/46819.json,SPEAKER_00,heuristic_score,0.5074,8,2,ted poe,lance roberts
46837,data/conversation_moves_labeled/46837.json,SPEAKER_00,direct_host_cue,1.0,45,2,,
46846,data/conversation_moves_labeled/46846.json,SPEAKER_01,direct_host_cue,1.0,61,2,matt gaetz,gavin mario wax
46848,data/conversation_moves_labeled/46848.json,SPEAKER_01,heuristic_score,0.7706,29,2,jake auchincloss,wbur
46861,data/conversation_moves_labeled/46861.json,SPEAKER_01,direct_host_cue,1.0,13,2,dave camp,bloomberg tax allyson versprille
47127,data/conversation_moves_labeled/47127.json,SPEAKER_02,heuristic_score,0.5003,49,2,kevin cramer,forum communications co rob port
47128,data/conversation_moves_labeled/47128.json,SPEAKER_01,direct_host_cue,1.0,57,2,kevin cramer,forum communications co rob port
47129,data/conversation_moves_labeled/47129.json,SPEAKER_00,heuristic_score,0.99,71,2,kevin cramer,forum communications co rob port
47131,data/conversation_moves_labeled/47131.json,SPEAKER_00,direct_host_cue,1.0,45,2,kevin cramer,forum communications co rob port
47134,data/conversation_moves_labeled/47134.json,SPEAKER_01,direct_host_cue,1.0,47,2,kevin cramer,forum communications co rob port
47135,data/conversation_moves_labeled/47135.json,SPEAKER_01,direct_host_cue,1.0,45,2,kevin cramer,forum communications co rob port
47138,data/conversation_moves_labeled/47138.json,SPEAKER_00,heuristic_score,0.6634,51,2,kelly armstrong,forum communications co rob port
47140,data/conversation_moves_labeled/47140.json,SPEAKER_01,direct_host_cue,1.0,71,2,kevin cramer,forum communications co rob port
47141,data/conversation_moves_labeled/47141.json,SPEAKER_00,direct_host_cue,1.0,29,2,kelly armstrong,forum communications co rob port
47142,data/conversation_moves_labeled/47142.json,SPEAKER_00,direct_host_cue,1.0,54,2,kevin cramer,forum communications co rob port
47143,data/conversation_moves_labeled/47143.json,SPEAKER_01,direct_host_cue,1.0,38,2,kelly armstrong,forum communications co rob port
47144,data/conversation_moves_labeled/47144.json,SPEAKER_01,direct_host_cue,1.0,48,2,kevin cramer,forum communications co rob port
47146,data/conversation_moves_labeled/47146.json,SPEAKER_00,direct_host_cue,1.0,24,2,julie fedorchak,forum communications co rob port
47147,data/conversation_moves_labeled/47147.json,SPEAKER_01,heuristic_score,0.6654,71,2,kelly armstrong,forum communications co rob port
47148,data/conversation_moves_labeled/47148.json,SPEAKER_00,direct_host_cue,1.0,42,2,kelly armstrong,forum communications co rob port
47150,data/conversation_moves_labeled/47150.json,SPEAKER_02,direct_host_cue,1.0,40,2,kevin cramer,forum communications co rush limbaugh rob port
47153,data/conversation_moves_labeled/47153.json,SPEAKER_02,direct_host_cue,1.0,48,2,kevin cramer,forum communications co rob port
47154,data/conversation_moves_labeled/47154.json,SPEAKER_02,heuristic_score,0.6567,63,2,kevin cramer,forum communications co rob port
47161,data/conversation_moves_labeled/47161.json,SPEAKER_02,heuristic_score,0.8712,38,2,kevin cramer,forum communications co rob port
47162,data/conversation_moves_labeled/47162.json,SPEAKER_00,heuristic_score,0.5423,40,2,kelly armstrong,forum communications co rob port
47163,data/conversation_moves_labeled/47163.json,SPEAKER_00,heuristic_score,0.7099,32,2,kevin cramer,forum communications co rob port
47164,data/conversation_moves_labeled/47164.json,SPEAKER_01,heuristic_score,0.99,47,2,kelly armstrong,forum communications co rob port
47166,data/conversation_moves_labeled/47166.json,SPEAKER_01,heuristic_score,0.7534,16,2,john hoeven,forum communications co rob port
47167,data/conversation_moves_labeled/47167.json,SPEAKER_01,heuristic_score,0.6058,46,2,kevin cramer,forum communications co rob port
47168,data/conversation_moves_labeled/47168.json,SPEAKER_02,heuristic_score,0.8257,54,2,kelly armstrong,forum communications co rob port
47169,data/conversation_moves_labeled/47169.json,SPEAKER_03,heuristic_score,0.6096,42,2,kevin cramer,forum communications co rob port
47170,data/conversation_moves_labeled/47170.json,SPEAKER_02,heuristic_score,0.6788,71,2,kelly armstrong,forum communications co rob port
47171,data/conversation_moves_labeled/47171.json,SPEAKER_01,heuristic_score,0.5305,41,2,kelly armstrong,forum communications co rob port
47172,data/conversation_moves_labeled/47172.json,SPEAKER_00,heuristic_score,0.5465,34,2,kevin cramer,forum communications co rob port
47179,data/conversation_moves_labeled/47179.json,SPEAKER_00,direct_host_cue,1.0,31,2,kevin cramer,forum communications co rob port
47182,data/conversation_moves_labeled/47182.json,SPEAKER_01,direct_host_cue,1.0,35,2,kelly armstrong,forum communications co rob port
47184,data/conversation_moves_labeled/47184.json,SPEAKER_01,direct_host_cue,1.0,29,2,kevin cramer,forum communications co rob port
47185,data/conversation_moves_labeled/47185.json,SPEAKER_01,direct_host_cue,1.0,23,2,kelly armstrong,forum communications co rob port
47189,data/conversation_moves_labeled/47189.json,SPEAKER_00,direct_host_cue,1.0,27,2,kelly armstrong,forum communications co rob port
47196,data/conversation_moves_labeled/47196.json,SPEAKER_01,direct_host_cue,1.0,37,2,kelly armstrong,forum communications co rob port
47197,data/conversation_moves_labeled/47197.json,SPEAKER_01,direct_host_cue,1.0,21,2,rodney davis,forum communications co rob port
47212,data/conversation_moves_labeled/47212.json,SPEAKER_01,direct_host_cue,1.0,27,2,kevin cramer,forum communications co rob port
47213,data/conversation_moves_labeled/47213.json,SPEAKER_01,direct_host_cue,1.0,47,2,kelly armstrong,forum communications co rob port
47218,data/conversation_moves_labeled/47218.json,SPEAKER_00,direct_host_cue,1.0,27,2,kevin cramer,forum communications co rob port
47221,data/conversation_moves_labeled/47221.json,SPEAKER_00,heuristic_score,0.6435,27,2,jim mcgovern,aisacson wola adam isacson
47229,data/conversation_moves_labeled/47229.json,SPEAKER_00,direct_host_cue,1.0,27,2,mark desaulnier,first amendment center freedom forum
47236,data/conversation_moves_labeled/47236.json,SPEAKER_00,direct_host_cue,1.0,15,2,mike johnson,cl bryant
47237,data/conversation_moves_labeled/47237.json,SPEAKER_01,direct_host_cue,1.0,10,2,mike johnson,cl bryant
47238,data/conversation_moves_labeled/47238.json,SPEAKER_00,direct_host_cue,1.0,15,2,lamar alexander,by tennessean tennessee politics
47243,data/conversation_moves_labeled/47243.json,SPEAKER_00,direct_host_cue,1.0,48,2,tom cotton,national review jamie weinstein
47255,data/conversation_moves_labeled/47255.json,SPEAKER_00,heuristic_score,0.578,25,2,kurt schrader,powered by navc vetfolio
47360,data/conversation_moves_labeled/47360.json,SPEAKER_00,direct_host_cue,1.0,29,2,tina smith,resources for future
47372,data/conversation_moves_labeled/47372.json,SPEAKER_01,heuristic_score,0.6635,7,2,claudia tenney,cufi minute kasim hafeez
47373,data/conversation_moves_labeled/47373.json,SPEAKER_00,direct_host_cue,1.0,38,2,mazie hirono,legal talk
47376,data/conversation_moves_labeled/47376.json,SPEAKER_00,heuristic_score,0.5524,63,2,,
47412,data/conversation_moves_labeled/47412.json,SPEAKER_00,host_cue_tiebreak,0.5117,16,2,tim sheehy,marshall poe new books
47414,data/conversation_moves_labeled/47414.json,SPEAKER_01,host_cue_tiebreak,0.8846,22,2,ted cruz,marshall poe new books
47415,data/conversation_moves_labeled/47415.json,SPEAKER_02,direct_host_cue,1.0,25,2,mike gallagher,marshall poe new books
47418,data/conversation_moves_labeled/47418.json,SPEAKER_01,heuristic_score,0.69,10,2,bernie sanders,sound audioboom
47419,data/conversation_moves_labeled/47419.json,SPEAKER_01,heuristic_score,0.5471,16,2,bernie sanders,sound audioboom
47421,data/conversation_moves_labeled/47421.json,SPEAKER_00,heuristic_score,0.99,19,2,aaron bean,fl children
47999,data/conversation_moves_labeled/47999.json,SPEAKER_01,direct_host_cue,1.0,29,2,,
48000,data/conversation_moves_labeled/48000.json,SPEAKER_00,direct_host_cue,1.0,19,2,rick santorum,american family association stacy washington
48001,data/conversation_moves_labeled/48001.json,SPEAKER_00,heuristic_score,0.6977,24,2,joe manchin,john chambers
48003,data/conversation_moves_labeled/48003.json,SPEAKER_00,direct_host_cue,1.0,3,2,justin amash,bagwell center
48656,data/conversation_moves_labeled/48656.json,SPEAKER_01,direct_host_cue,1.0,21,2,mikie sherrill,matthew roth andrea mitchell center
48661,data/conversation_moves_labeled/48661.json,SPEAKER_01,direct_host_cue,1.0,25,2,ed markey,wccs
48667,data/conversation_moves_labeled/48667.json,SPEAKER_00,heuristic_score,0.5711,21,2,david price,nyu journal legislation public policy
48701,data/conversation_moves_labeled/48701.json,SPEAKER_01,direct_host_cue,1.0,21,2,mike levin,lee krevat
48730,data/conversation_moves_labeled/48730.json,SPEAKER_00,host_cue_tiebreak,0.99,71,2,trey gowdy,tiger gao
48735,data/conversation_moves_labeled/48735.json,SPEAKER_00,heuristic_score,0.6207,18,2,diana harshbarger,brandon lewis tennessee conservative
48736,data/conversation_moves_labeled/48736.json,SPEAKER_01,heuristic_score,0.826,18,2,marsha blackburn,brandon lewis tennessee conservative
48737,data/conversation_moves_labeled/48737.json,SPEAKER_01,direct_host_cue,1.0,18,2,bill hagerty,brandon lewis tennessee conservative
