episode_id,turn_idx,duration_sec,assumption_count_in_turn,new_assumption_count,implicature_load,gap_to_next_sec,next_response_type,next_turn_type_label,next_conversation_move_label
42061,7,47.81199999999998,7,7,6.830285714285712,2.1189999999999998,Substantive,Substantive,Assert / Elaborate
42061,8,8.804999999999978,5,5,1.7609999999999957,1.0610000000000355,Substantive,Substantive,Assert / Elaborate
42061,9,74.25200000000001,5,5,14.850400000000002,0.16100000000000136,Substantive,Substantive,Assert / Elaborate
42061,10,35.108000000000004,5,5,7.021600000000001,0.21999999999997044,Substantive,Substantive,Assert / Elaborate
42061,11,39.672000000000025,7,7,5.667428571428575,2.440999999999974,Substantive,Disrupted,Stonewalling / Non-Response
42061,12,2.120999999999981,0,0,,0.6000000000000227,Substantive,Substantive,Assert / Elaborate
42061,13,48.85500000000002,5,5,9.771000000000004,0.01999999999998181,Substantive,Substantive,Assert / Elaborate
42061,14,12.882999999999981,5,5,2.5765999999999964,0.8410000000000082,Clarification,Substantive,Clarification Request (Generic)
42061,15,1.3400000000000318,0,0,,0.839999999999975,Silence/Abandonment,Disrupted,Topic Shift
42061,16,3.1610000000000014,4,4,0.7902500000000003,2.240000000000009,Substantive,Substantive,Assert / Elaborate
42061,17,2.100999999999999,4,4,0.5252499999999998,0.7400000000000091,Substantive,Substantive,Correction / Challenge
42061,18,2.841000000000008,10,10,0.2841000000000008,,Silence/Abandonment,,
42073,0,115.627,10,10,11.5627,0.5200000000000102,Backchannel,Backchannel,Agree / Align
42073,1,2.0,4,4,0.5,0.45999999999999375,Clarification,Substantive,Clarification Request (Specific)
42073,2,4.802000000000007,5,5,0.9604000000000014,1.6679999999999922,Substantive,Substantive,Assert / Elaborate
42073,3,137.65300000000002,10,10,13.765300000000002,1.461999999999989,Clarification,Substantive,Clarification Request (Specific)
42073,4,12.974999999999966,6,6,2.1624999999999943,0.9850000000000136,Substantive,Substantive,Assert / Elaborate
42073,5,106.697,10,10,10.6697,0.6009999999999991,Clarification,Substantive,Clarification Request (Generic)
42073,6,12.230000000000018,5,5,2.4460000000000037,0.19999999999998863,Substantive,Substantive,Assert / Elaborate
42073,7,91.24200000000002,9,9,10.138000000000002,0.48099999999999454,Silence/Abandonment,Substantive,Topic Shift
42073,8,11.329999999999984,4,4,2.832499999999996,1.3410000000000082,Substantive,Substantive,Assert / Elaborate
42073,9,159.10199999999998,10,10,15.910199999999998,2.050000000000068,Clarification,Substantive,Clarification Request (Generic)
42073,10,5.2029999999999745,5,5,1.0405999999999949,0.4600000000000364,Substantive,Substantive,Assert / Elaborate
42073,11,59.649,7,7,8.521285714285714,1.9799999999999045,Clarification,Substantive,Clarification Request (Specific)
42073,12,9.583000000000084,5,5,1.9166000000000167,0.67999999999995,Substantive,Substantive,Assert / Elaborate
42073,13,59.85900000000004,10,10,5.9859000000000036,2.5249999999999773,Silence/Abandonment,Substantive,Topic Shift
42073,14,7.764999999999986,5,5,1.5529999999999973,2.0019999999999527,Substantive,Substantive,Assert / Elaborate
42073,15,271.4520000000001,10,10,27.14520000000001,1.502999999999929,Clarification,Substantive,Clarification Request (Specific)
42073,16,15.1099999999999,6,6,2.5183333333333167,0.8810000000000855,Substantive,Substantive,Assert / Elaborate
42073,17,171.26999999999998,10,10,17.127,1.1410000000000764,Clarification,Substantive,Clarification Request (Specific)
42073,18,6.826000000000022,4,4,1.7065000000000055,0.8409999999998945,Substantive,Substantive,Assert / Elaborate
42073,19,230.087,8,8,28.760875,1.8170000000000073,Substantive,Substantive,Answer
42073,20,13.691000000000031,5,5,2.738200000000006,0.9410000000000309,Substantive,Substantive,Assert / Elaborate
42073,21,96.89300000000003,10,10,9.689300000000003,1.2010000000000218,Substantive,Substantive,Agree / Align
42073,22,9.14799999999991,5,5,1.8295999999999821,0.9200000000000728,Substantive,Substantive,Correction / Challenge
42073,23,7.626999999999953,4,4,1.9067499999999882,1.441000000000031,Backchannel,Backchannel,Agree / Align
42073,24,3.8229999999998654,3,3,1.2743333333332885,0.7000000000000455,Backchannel,Backchannel,Stonewalling / Non-Response
42073,25,0.68100000000004,0,0,,,Silence/Abandonment,,
42077,0,110.208,10,10,11.0208,1.36099999999999,Backchannel,Substantive,Agree / Align
42077,1,1.041000000000011,3,3,0.3470000000000037,0.5799999999999983,Clarification,Substantive,Clarification Request (Specific)
42077,2,16.052999999999983,5,5,3.210599999999997,1.981000000000023,Backchannel,Backchannel,Answer
42077,3,0.6199999999999761,0,0,,3.8220000000000027,Substantive,Substantive,Assert / Elaborate
42077,4,11.747000000000014,5,5,2.349400000000003,1.5999999999999943,Substantive,Substantive,Assert / Elaborate
42077,5,73.15700000000001,9,9,8.128555555555558,1.4799999999999898,Substantive,Substantive,Agree / Align
42077,6,13.824000000000012,4,4,3.456000000000003,2.876999999999981,Substantive,Substantive,Assert / Elaborate
42077,7,220.338,10,10,22.0338,1.9209999999999923,Clarification,Substantive,Clarification Request (Specific)
42077,8,18.99000000000001,5,5,3.798000000000002,0.9490000000000123,Backchannel,Backchannel,Stonewalling / Non-Response
42077,9,0.18000000000000682,0,0,,0.521000000000015,Clarification,Substantive,Clarification Request (Generic)
42077,10,1.3220000000000027,0,0,,1.5009999999999764,Substantive,Substantive,Assert / Elaborate
42077,11,236.87600000000003,10,10,23.687600000000003,1.4209999999999354,Substantive,Disrupted,Assert / Elaborate
42077,12,5.8419999999999845,4,4,1.4604999999999961,1.1410000000000764,Substantive,Substantive,Answer
42077,13,1.5599999999999454,4,4,0.38999999999998636,1.2210000000000036,Clarification,Substantive,Clarification Request (Specific)
42077,14,4.661000000000058,4,4,1.1652500000000146,2.280999999999949,Substantive,Substantive,Assert / Elaborate
42077,15,136.462,10,10,13.646199999999999,1.5810000000000173,Substantive,Substantive,Assert / Elaborate
42077,16,10.302999999999997,4,4,2.5757499999999993,0.8690000000000282,Substantive,Substantive,Assert / Elaborate
42077,17,48.65599999999995,8,8,6.081999999999994,3.2380000000000564,Silence/Abandonment,Substantive,Topic Shift
42077,18,61.861999999999966,10,10,6.186199999999997,1.8220000000000027,Substantive,Substantive,Assert / Elaborate
42077,19,222.56700000000012,10,10,22.256700000000013,2.7209999999997763,Substantive,Substantive,Assert / Elaborate
42077,20,10.025000000000091,5,5,2.005000000000018,0.5419999999999163,Substantive,Substantive,Assert / Elaborate
42077,21,109.89100000000008,10,10,10.989100000000008,1.8810000000000855,Silence/Abandonment,Substantive,Topic Shift
42077,22,25.960000000000036,5,5,5.192000000000007,0.875,Substantive,Substantive,Assert / Elaborate
42077,23,184.97299999999996,10,10,18.497299999999996,2.393000000000029,Substantive,Substantive,Answer
42077,24,11.531999999999925,5,5,2.306399999999985,4.384999999999991,Substantive,Substantive,Answer
42077,25,35.82600000000002,5,5,7.165200000000004,1.941000000000031,Substantive,Substantive,Agree / Align
42077,26,13.003999999999905,8,8,1.6254999999999882,0.6600000000000819,Backchannel,Backchannel,Agree / Align
42077,27,0.5399999999999636,3,3,0.17999999999998786,0.3610000000001037,Substantive,Substantive,Assert / Elaborate
42077,28,36.63299999999981,10,10,3.663299999999981,,Silence/Abandonment,,
42088,0,6.164,4,4,1.541,0.2999999999999998,Substantive,Substantive,Assert / Elaborate
42088,1,14.629000000000001,5,5,2.9258,0.379999999999999,Substantive,Substantive,Assert / Elaborate
42088,2,16.782999999999998,5,5,3.3565999999999994,0.6600000000000037,Substantive,Substantive,Correction / Challenge
42088,3,13.423000000000002,5,5,2.6846000000000005,0.4199999999999946,Silence/Abandonment,Procedural,Topic Shift
42088,4,8.624000000000002,5,5,1.7248000000000006,0.5600000000000023,Substantive,Substantive,Agree / Align
42088,5,3.0619999999999976,4,4,0.7654999999999994,0.480000000000004,Substantive,Substantive,Assert / Elaborate
42088,6,17.409999999999997,4,4,4.352499999999999,1.0409999999999968,Substantive,Substantive,Correction / Challenge
42088,7,43.394000000000005,7,7,6.199142857142858,1.2299999999999898,Substantive,Substantive,Correction / Challenge
42088,8,37.23000000000002,5,5,7.446000000000003,0.40099999999998204,Substantive,Substantive,Assert / Elaborate
42088,9,36.67500000000001,6,6,6.112500000000002,2.2819999999999823,Clarification,Disrupted,Clarification Request (Generic)
42088,10,5.826000000000022,5,5,1.1652000000000045,0.1799999999999784,Substantive,Substantive,Assert / Elaborate
42088,11,109.51400000000004,9,9,12.168222222222226,1.339999999999975,Clarification,Substantive,Clarification Request (Specific)
42088,12,11.728000000000009,5,5,2.345600000000002,0.339999999999975,Substantive,Substantive,Assert / Elaborate
42088,13,49.185,10,10,4.9185,0.8199999999999932,Substantive,Substantive,Assert / Elaborate
42088,14,55.75600000000003,5,5,11.151200000000006,1.100999999999999,Substantive,Substantive,Assert / Elaborate
42088,15,123.721,0,0,,2.715000000000032,Clarification,Substantive,Clarification Request (Specific)
42088,16,13.666999999999916,4,4,3.416749999999979,0.020000000000095497,Substantive,Substantive,Assert / Elaborate
42088,17,128.70999999999992,10,10,12.870999999999992,1.2210000000000036,Substantive,Substantive,Assert / Elaborate
42088,18,47.079000000000065,6,6,7.8465000000000105,0.8279999999999745,Substantive,Substantive,Assert / Elaborate
42088,19,199.70399999999995,10,10,19.970399999999994,0.6910000000000309,Silence/Abandonment,Substantive,Topic Shift
42088,20,25.937000000000012,4,4,6.484250000000003,0.5389999999999873,Substantive,Substantive,Assert / Elaborate
42088,21,106.10000000000002,10,10,10.610000000000003,0.16000000000008185,Substantive,Substantive,Answer
42088,22,13.975999999999885,4,4,3.4939999999999714,1.2210000000000036,Substantive,Substantive,Assert / Elaborate
42088,23,46.50299999999993,5,5,9.300599999999985,0.3400000000001455,Clarification,Substantive,Clarification Request (Specific)
42088,24,14.090999999999894,5,5,2.8181999999999787,0.5989999999999327,Substantive,Substantive,Assert / Elaborate
42088,25,51.00400000000013,8,8,6.375500000000017,0.6199999999998909,Clarification,Substantive,Clarification Request (Generic)
42088,26,32.14300000000003,4,4,8.035750000000007,1.6620000000000346,Substantive,Substantive,Assert / Elaborate
42088,27,174.44100000000003,10,10,17.444100000000002,0.4800000000000182,Clarification,Substantive,Clarification Request (Specific)
42088,28,27.27299999999991,7,7,3.8961428571428445,0.8010000000001583,Substantive,Substantive,Assert / Elaborate
42088,29,83.51599999999985,10,10,8.351599999999985,0.24099999999998545,Clarification,Substantive,Clarification Request (Specific)
42088,30,8.244000000000142,5,5,1.6488000000000285,0.11999999999989086,Substantive,Substantive,Assert / Elaborate
42088,31,69.048,6,6,11.508000000000001,0.5799999999999272,Substantive,Substantive,Assert / Elaborate
42088,32,51.343000000000075,8,8,6.417875000000009,0.9429999999999836,Substantive,Disrupted,Stonewalling / Non-Response
42088,33,18.194999999999936,5,5,3.6389999999999874,1.5420000000001437,Clarification,Substantive,Clarification Request (Specific)
42088,34,25.33699999999999,5,5,5.0673999999999975,0.7599999999999909,Substantive,Substantive,Assert / Elaborate
42088,35,40.894000000000005,5,5,8.1788,0.5399999999999636,Silence/Abandonment,Substantive,Topic Shift
42088,36,8.305000000000064,4,4,2.076250000000016,0.15999999999985448,Substantive,Substantive,Assert / Elaborate
42088,37,16.950000000000045,5,5,3.390000000000009,0.6600000000000819,Substantive,Substantive,Stonewalling / Non-Response
42088,38,2.341999999999871,4,4,0.5854999999999677,0.5800000000001546,Substantive,Substantive,Assert / Elaborate
42088,39,39.51599999999985,6,6,6.5859999999999745,1.86200000000008,Substantive,Substantive,Stonewalling / Non-Response
42088,40,28.169000000000096,5,5,5.6338000000000195,,Silence/Abandonment,,
42105,0,112.152,9,9,12.461333333333334,0.5010000000000048,Substantive,Substantive,Assert / Elaborate
42105,1,30.837000000000003,6,6,5.139500000000001,1.039999999999992,Clarification,Substantive,Clarification Request (Specific)
42105,2,8.347000000000008,4,4,2.086750000000002,0.4399999999999977,Substantive,Substantive,Assert / Elaborate
42105,3,35.573999999999984,6,6,5.928999999999998,1.656000000000006,Clarification,Substantive,Clarification Request (Specific)
42105,4,10.222000000000008,5,5,2.0444000000000018,0.8009999999999877,Substantive,Substantive,Assert / Elaborate
42105,5,35.965,10,10,3.5965000000000003,1.7210000000000036,Clarification,Substantive,Clarification Request (Generic)
42105,6,2.6210000000000093,4,4,0.6552500000000023,1.0809999999999889,Substantive,Substantive,Assert / Elaborate
42105,7,41.61300000000003,10,10,4.161300000000002,0.6809999999999832,Clarification,Substantive,Clarification Request (Specific)
42105,8,28.334000000000003,6,6,4.722333333333334,0.24099999999998545,Substantive,Substantive,Assert / Elaborate
42105,9,54.39300000000003,10,10,5.439300000000003,0.19999999999998863,Clarification,Disrupted,Clarification Request (Specific)
42105,10,0.8410000000000082,4,4,0.21025000000000205,1.3009999999999877,Substantive,Substantive,Assert / Elaborate
42105,11,20.617999999999995,5,5,4.123599999999999,0.3199999999999932,Clarification,Substantive,Clarification Request (Specific)
42105,12,10.084000000000003,5,5,2.016800000000001,1.7010000000000218,Substantive,Substantive,Assert / Elaborate
42105,13,67.59099999999995,10,10,6.759099999999995,1.1920000000000073,Clarification,Substantive,Clarification Request (Specific)
42105,14,7.746000000000038,4,4,1.9365000000000094,0.7999999999999545,Substantive,Substantive,Assert / Elaborate
42105,15,24.319000000000074,6,6,4.053166666666679,1.8019999999999072,Clarification,Substantive,Clarification Request (Specific)
42105,16,16.451999999999998,5,5,3.2903999999999995,0.5610000000000355,Substantive,Substantive,Assert / Elaborate
42105,17,128.03700000000003,10,10,12.803700000000003,1.3210000000000264,Clarification,Substantive,Clarification Request (Specific)
42105,18,4.9809999999999945,0,0,,0.9209999999999354,Substantive,Substantive,Assert / Elaborate
42105,19,76.80000000000007,10,10,7.680000000000007,3.020999999999958,Clarification,Substantive,Clarification Request (Specific)
42105,20,9.763000000000034,4,4,2.4407500000000084,0.7400000000000091,Substantive,Substantive,Assert / Elaborate
42105,21,41.65999999999997,7,7,5.951428571428567,0.5929999999999609,Clarification,Substantive,Clarification Request (Specific)
42105,22,9.263000000000034,3,3,3.087666666666678,2.1000000000000227,Substantive,Substantive,Assert / Elaborate
42105,23,75.68799999999999,10,10,7.568799999999999,0.9800000000000182,Clarification,Substantive,Clarification Request (Specific)
42105,24,4.043000000000006,4,4,1.0107500000000016,1.1999999999999318,Substantive,Substantive,Assert / Elaborate
42105,25,117.68399999999997,10,10,11.768399999999996,1.6210000000000946,Substantive,Substantive,Answer
42105,26,0.4199999999999591,3,3,0.13999999999998636,0.68100000000004,Substantive,Substantive,Assert / Elaborate
42105,27,34.289999999999964,5,5,6.8579999999999925,0.5,Substantive,Substantive,Agree / Align
42105,28,19.041999999999916,5,5,3.8083999999999834,0.36000000000012733,Substantive,Substantive,Assert / Elaborate
42105,29,40.33400000000006,5,5,8.066800000000011,1.0399999999999636,Substantive,Substantive,Answer
42105,30,10.645999999999958,5,5,2.1291999999999915,1.4010000000000673,Substantive,Substantive,Assert / Elaborate
42105,31,13.04099999999994,5,5,2.608199999999988,1.6199999999998909,Clarification,Substantive,Clarification Request (Specific)
42105,32,7.744000000000142,4,4,1.9360000000000355,1.4800000000000182,Substantive,Substantive,Assert / Elaborate
42105,33,8.36999999999989,5,5,1.6739999999999782,0.40000000000009095,Backchannel,Backchannel,Agree / Align
42105,34,2.481999999999971,4,4,0.6204999999999927,0.13999999999987267,Substantive,Substantive,Assert / Elaborate
42105,35,15.369000000000142,5,5,3.0738000000000283,0.8049999999998363,Clarification,Substantive,Clarification Request (Specific)
42105,36,5.201000000000022,5,5,1.0402000000000045,1.4800000000000182,Substantive,Substantive,Assert / Elaborate
42105,37,56.22000000000003,5,5,11.244000000000005,0.14000000000010004,Clarification,Substantive,Clarification Request (Specific)
42105,38,26.880999999999858,8,8,3.3601249999999823,0.4880000000000564,Substantive,Substantive,Assert / Elaborate
42105,39,76.36400000000003,10,10,7.636400000000004,1.9210000000000491,Clarification,Substantive,Clarification Request (Specific)
42105,40,10.628999999999905,5,5,2.1257999999999813,0.2799999999999727,Substantive,Substantive,Assert / Elaborate
42105,41,33.22900000000004,10,10,3.322900000000004,0.6800000000000637,Clarification,Substantive,Clarification Request (Generic)
42105,42,3.622000000000071,5,5,0.7244000000000141,0.5799999999999272,Substantive,Substantive,Assert / Elaborate
42105,43,48.41300000000001,6,6,8.068833333333336,0.37999999999988177,Substantive,Disrupted,Assert / Elaborate
42105,44,7.84699999999998,4,4,1.961749999999995,0.7210000000000036,Clarification,Substantive,Clarification Request (Generic)
42105,45,0.9400000000000546,0,0,,0.5209999999999582,Substantive,Substantive,Agree / Align
42105,46,2.981999999999971,5,5,0.5963999999999942,0.5010000000002037,Substantive,Substantive,Assert / Elaborate
42105,47,39.776999999999816,5,5,7.955399999999964,1.4800000000000182,Substantive,Disrupted,Assert / Elaborate
42105,48,3.762000000000171,5,5,0.7524000000000342,1.3199999999999363,Substantive,Substantive,Assert / Elaborate
42105,49,7.462999999999965,5,5,1.492599999999993,1.0799999999999272,Substantive,Substantive,Agree / Align
42105,50,18.108000000000175,5,5,3.621600000000035,0.599999999999909,Substantive,Substantive,Assert / Elaborate
42105,51,36.14499999999998,10,10,3.6144999999999983,1.3409999999998945,Substantive,Substantive,Answer
42105,52,9.189000000000078,5,5,1.8378000000000156,0.5609999999999218,Backchannel,Backchannel,Agree / Align
42105,53,1.1210000000000946,0,0,,9.944999999999936,Silence/Abandonment,Substantive,Assert / Elaborate
42105,54,57.16800000000012,10,10,5.716800000000012,,Silence/Abandonment,,
42106,0,97.667,10,10,9.7667,2.060999999999993,Substantive,Substantive,Assert / Elaborate
42106,1,41.62700000000001,10,10,4.162700000000001,0.6599999999999966,Silence/Abandonment,Substantive,Topic Shift
42106,2,30.846000000000004,7,7,4.4065714285714295,2.540999999999997,Substantive,Substantive,Assert / Elaborate
42106,3,141.76799999999997,10,10,14.176799999999997,1.3170000000000073,Substantive,Substantive,Assert / Elaborate
42106,4,35.45300000000003,8,8,4.431625000000004,1.6809999999999832,Substantive,Substantive,Assert / Elaborate
42106,5,102.197,10,10,10.2197,0.79200000000003,Clarification,Substantive,Clarification Request (Specific)
42106,6,10.188999999999965,4,4,2.547249999999991,3.201999999999998,Substantive,Substantive,Assert / Elaborate
42106,7,80.43899999999996,10,10,8.043899999999997,1.8100000000000591,Silence/Abandonment,Substantive,Topic Shift
42106,8,23.789999999999964,5,5,4.757999999999993,2.100999999999999,Substantive,Substantive,Assert / Elaborate
42106,9,184.91100000000006,10,10,18.491100000000007,1.280999999999949,Clarification,Substantive,Clarification Request (Specific)
42106,10,27.257000000000062,5,5,5.451400000000012,2.22199999999998,Substantive,Substantive,Assert / Elaborate
42106,11,181.45799999999997,10,10,18.145799999999998,1.3809999999999718,Clarification,Substantive,Clarification Request (Specific)
42106,12,30.96300000000008,8,8,3.87037500000001,1.5209999999999582,Substantive,Substantive,Assert / Elaborate
42106,13,221.20800000000008,0,0,,1.1159999999999854,Clarification,Substantive,Clarification Request (Specific)
42106,14,14.603999999999814,5,5,2.920799999999963,1.4600000000000364,Substantive,Substantive,Assert / Elaborate
42106,15,69.67200000000003,10,10,6.967200000000003,0.8420000000000982,Silence/Abandonment,Substantive,Topic Shift
42106,16,6.346000000000004,5,5,1.2692000000000008,3.80399999999986,Substantive,Substantive,Stonewalling / Non-Response
42106,17,1.32100000000014,4,4,0.330250000000035,0.7809999999999491,Substantive,Disrupted,Self-Correction
42106,18,1.1410000000000764,5,5,0.22820000000001528,2.0009999999999764,Substantive,Substantive,Assert / Elaborate
42106,19,3.3840000000000146,4,4,0.8460000000000036,1.55600000000004,Substantive,Substantive,Stonewalling / Non-Response
42106,20,20.117999999999938,6,6,3.3529999999999895,1.2609999999999673,Substantive,Substantive,Agree / Align
42106,21,8.509999999999991,4,4,2.1274999999999977,9.707000000000107,Silence/Abandonment,Substantive,Assert / Elaborate
42106,22,57.15099999999984,10,10,5.715099999999984,,Silence/Abandonment,,
42131,0,59.306,8,8,7.41325,0.6209999999999951,Backchannel,Substantive,Agree / Align
42131,1,1.581000000000003,3,3,0.527000000000001,0.21999999999999886,Silence/Abandonment,Substantive,Topic Shift
42131,2,8.108000000000004,5,5,1.6216000000000008,0.8089999999999975,Substantive,Substantive,Assert / Elaborate
42131,3,181.775,10,10,18.177500000000002,0.9049999999999727,Clarification,Substantive,Clarification Request (Specific)
42131,4,32.45500000000004,6,6,5.409166666666674,0.9749999999999659,Substantive,Substantive,Assert / Elaborate
42131,5,270.047,10,10,27.004700000000003,1.6580000000000155,Clarification,Substantive,Clarification Request (Specific)
42131,6,23.702999999999975,7,7,3.3861428571428536,1.0109999999999673,Substantive,Substantive,Assert / Elaborate
42131,7,236.36200000000008,0,0,,2.375,Silence/Abandonment,Substantive,Topic Shift
42131,8,166.4609999999999,10,10,16.64609999999999,0.9820000000000846,Substantive,Substantive,Assert / Elaborate
42131,9,209.60599999999988,10,10,20.96059999999999,1.2130000000001928,Silence/Abandonment,Substantive,Topic Shift
42131,10,22.342999999999847,5,5,4.468599999999969,1.4539999999999509,Substantive,Substantive,Assert / Elaborate
42131,11,148.19900000000007,10,10,14.819900000000008,1.72199999999998,Clarification,Substantive,Clarification Request (Specific)
42131,12,32.94200000000001,8,8,4.117750000000001,1.2789999999999964,Substantive,Substantive,Assert / Elaborate
42131,13,162.885,10,10,16.2885,1.650000000000091,Substantive,Substantive,Assert / Elaborate
42131,14,30.024999999999864,7,7,4.289285714285695,0.5610000000001492,Substantive,Substantive,Assert / Elaborate
42131,15,75.87400000000002,10,10,7.587400000000002,0.4399999999998272,Clarification,Substantive,Clarification Request (Specific)
42131,16,20.649000000000115,5,5,4.129800000000023,1.0399999999999636,Substantive,Substantive,Assert / Elaborate
42131,17,147.53999999999996,10,10,14.753999999999996,0.7519999999999527,Substantive,Substantive,Agree / Align
42131,18,6.477000000000089,5,5,1.2954000000000179,0.8130000000001019,Substantive,Substantive,Assert / Elaborate
42131,19,34.40099999999984,8,8,4.30012499999998,0.18000000000006366,Backchannel,Backchannel,Agree / Align
42131,20,2.0219999999999345,4,4,0.5054999999999836,1.0009999999999764,Backchannel,Backchannel,Stonewalling / Non-Response
42131,21,0.30100000000015825,0,0,,0.7409999999999854,Substantive,Substantive,Assert / Elaborate
42131,22,24.230999999999995,7,7,3.461571428571428,,Silence/Abandonment,,
42132,0,16.069,6,6,2.6781666666666664,0.259999999999998,Substantive,Disrupted,Agree / Align
42132,1,6.263000000000002,4,4,1.5657500000000004,0.23999999999999844,Substantive,Substantive,Answer
42132,2,11.788,5,5,2.3576,1.0200000000000031,Substantive,Substantive,Assert / Elaborate
42132,3,88.365,8,8,11.045625,1.0480000000000018,Clarification,Substantive,Clarification Request (Specific)
42132,4,43.016000000000005,6,6,7.169333333333334,0.8199999999999932,Substantive,Substantive,Assert / Elaborate
42132,5,109.613,9,9,12.179222222222222,1.2110000000000127,Clarification,Substantive,Clarification Request (Specific)
42132,6,26.819999999999993,5,5,5.363999999999999,0.9710000000000036,Substantive,Substantive,Assert / Elaborate
42132,7,106.16699999999997,10,10,10.616699999999998,1.1820000000000164,Clarification,Substantive,Clarification Request (Specific)
42132,8,49.22800000000001,7,7,7.03257142857143,2.9420000000000073,Substantive,Substantive,Assert / Elaborate
42132,9,145.94999999999993,10,10,14.594999999999994,0.14000000000010004,Clarification,Substantive,Clarification Request (Specific)
42132,10,17.48899999999992,5,5,3.497799999999984,0.6209999999999809,Substantive,Substantive,Assert / Elaborate
42132,11,159.68100000000004,10,10,15.968100000000003,1.441000000000031,Substantive,Substantive,Agree / Align
42132,12,10.004000000000019,4,4,2.5010000000000048,0.7599999999999909,Substantive,Substantive,Assert / Elaborate
42132,13,35.96199999999999,6,6,5.993666666666665,1.6399999999999864,Substantive,Substantive,Correction / Challenge
42132,14,2.6219999999999573,4,4,0.6554999999999893,1.261000000000081,Substantive,Substantive,Assert / Elaborate
42132,15,31.852999999999952,5,5,6.370599999999991,1.802000000000021,Substantive,Substantive,Assert / Elaborate
42132,16,64.97900000000004,10,10,6.497900000000004,1.1079999999999472,Substantive,Substantive,Assert / Elaborate
42132,17,205.77700000000004,10,10,20.577700000000004,0.13999999999987267,Clarification,Substantive,Clarification Request (Specific)
42132,18,12.190000000000055,5,5,2.438000000000011,1.7329999999999472,Substantive,Substantive,Assert / Elaborate
42132,19,180.88200000000006,10,10,18.088200000000008,1.9020000000000437,Clarification,Substantive,Clarification Request (Specific)
42132,20,42.444999999999936,8,8,5.305624999999992,0.5599999999999454,Substantive,Substantive,Assert / Elaborate
42132,21,208.3380000000002,0,0,,0.15999999999985448,Substantive,Substantive,Agree / Align
42132,22,17.299999999999955,5,5,3.459999999999991,0.5610000000001492,Backchannel,Substantive,Agree / Align
42132,23,2.8460000000000036,4,4,0.7115000000000009,0.2400000000000091,Backchannel,Backchannel,Stonewalling / Non-Response
42132,24,0.24099999999998545,0,0,,,Silence/Abandonment,,
42133,0,19.288999999999998,5,5,3.8577999999999997,0.8000000000000007,Substantive,Substantive,Agree / Align
42133,1,3.3619999999999983,5,5,0.6723999999999997,0.22000000000000242,Substantive,Substantive,Assert / Elaborate
42133,2,37.263,6,6,6.2105,1.2220000000000013,Substantive,Substantive,Assert / Elaborate
42133,3,112.183,10,10,11.218300000000001,0.5219999999999914,Clarification,Substantive,Clarification Request (Specific)
42133,4,16.153999999999996,6,6,2.6923333333333326,0.9440000000000168,Substantive,Substantive,Assert / Elaborate
42133,5,147.90200000000002,10,10,14.790200000000002,0.01999999999998181,Substantive,Substantive,Answer
42133,6,9.706999999999994,6,6,1.6178333333333323,0.5799999999999841,Substantive,Substantive,Assert / Elaborate
42133,7,125.96600000000001,0,0,,0.22000000000002728,Clarification,Substantive,Clarification Request (Specific)
42133,8,29.564999999999998,8,8,3.6956249999999997,0.9119999999999777,Substantive,Substantive,Assert / Elaborate
